id;weave_title;max_ar;ideal_ar;min_ar;date_uploaded;last_edited;tutorial_articles;other_articles;tags
680;Celtic Cross;;4.6|5.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;May 14, 2008, 2:05 am;July 21, 2011, 4:49 pm;Celtic Cross (CGI);;European||Japanese||Chain||Modification||Helm
681;Japanese 12 in 2 Spiral;;4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 24, 2007, 1:18 pm;August 2, 2011, 7:25 pm;;;Japanese||Chain||Kinged||Variant
682;Celtic Filigree;;6.0|3.7|4.5|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:30 am;August 4, 2011, 2:47 pm;Celtic Filigree (CGI);;European||Japanese||Unit||Modification||Helm
683;Celtic Filigree Sheet;;6.0|3.7|4.5|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 24, 2007, 2:03 am;August 2, 2011, 6:48 pm;;;European||Japanese||Sheet||Modification||Helm
684;Captive Zen Sheet;;;6.1|5.0|3.7;February 24, 2007, 2:03 am;May 25, 2012, 10:28 pm;Captive Zen (CGI);;European||Japanese||Sheet||Variant||Helm
685;Persian Dragontongue;;6.0|8.0;;April 1, 2007, 2:53 am;August 1, 2011, 9:27 pm;;;Persian||Chain||Modification
686;Rose Persian 3 in 1;;6.7;;April 1, 2007, 2:53 am;August 1, 2011, 9:33 pm;;;Persian||Chain||Mobized||Modification
687;Vipera Snake Skin;;3.3|5.3;;October 6, 2009, 4:34 pm;August 3, 2011, 5:30 pm;;;European||Sheet||Berus||Modification
688;Double Full Persian 6 in 1;;9.9;;April 1, 2007, 2:52 am;July 31, 2019, 4:00 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Modification
689;Renki;;5.8;;March 31, 2007, 1:52 am;August 1, 2011, 9:32 pm;;;Persian||Chain||Variant
69;Jens Pind Linkage (2);;4.7;;November 8, 2006, 5:01 pm;August 9, 2011, 9:37 pm;;;Persian||Chain||Spiral||Variant||Mobius
690;Lord of the House;;6.7;;April 1, 2007, 2:52 am;August 1, 2011, 9:09 pm;;;Persian||Chain||Variant
691;Piika;;6.7;;March 31, 2007, 7:34 pm;August 1, 2011, 9:30 pm;;;Persian||Chain||Variant
692;Raze Rope;;4.0;;April 29, 2007, 9:44 pm;May 23, 2016, 4:50 pm;;;European||Chain||Inverted||Unbalanced||Variant
693;Inverted Trinity;;2.9;;April 29, 2007, 9:44 pm;August 1, 2011, 9:00 pm;;;European||Sheet||Inverted||Variant
694;Sunburst;;3.8;;September 30, 2008, 10:44 am;September 10, 2013, 6:06 pm;;;European||Unit||Modification
695;Elfin;;4.0;;June 8, 2009, 3:28 pm;August 2, 2011, 9:01 pm;Elfin;;European||Chain||Variant||Rhino
696;Double Box Locked Byz;;;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;June 1, 2007, 6:45 am;August 2, 2011, 8:52 pm;;;European||Chain||Variant
697;Prejudiced Rhinos;;3.3;;March 9, 2010, 2:13 am;August 10, 2013, 8:52 pm;;;European||Chain||Biased||Variant||Rhino
698;Rhinos Marching Two by Two;;3.3;;March 9, 2010, 2:16 am;July 20, 2013, 7:34 pm;;;European||Sheet||Modification||Rhino
699;Triple Half Persian 3 in 1;;10.0;;June 1, 2007, 6:45 am;December 16, 2015, 3:32 am;;;Persian||Chain||Modification
7;European 6 in 1;;4.9;4.25;September 19, 2009, 7:32 pm;December 14, 2015, 10:31 pm;"European 6 in 1 (CGI; Ribbon)||European 6 in 1||European 6 in 1: 45 Degree Seam [2]||European 6 in 1: 45 Degree Seam||King's Maille (European 8 in 2) to European 6 in 1||Speed Weaving European 6 in 1 Triangles||Joining European 6 in 1||Joining Dragonscale and European 6 in 1||Weaves with Neoprene Rings";Basic European 6 in 1 / Japanese 12 in 2 Chainmail Basket Pattern [Patterns,Accessories]||Underwire/Boning to European 6 in 1 [Patterns,Basic Techniques]||Cabochon Wrapping Using European 4 in 1 and 6 in 1 [Jewelry,Wraps]||Advanced Maille Basketry [Sculpture]||Basic Maille Basketry [Sculpture]||European 4 in 1/6 in 1 Bikini/Bra Top [Patterns,Clothing]||Adding Spikes To Maille [Miscellaneous]||Adding Half Persian Trim/ European-Persian Ratios [Patterns,European,Persian,Weave Theory,Theory];European||Sheet||Progression||Alpha||Beginner
70;Full Persian 5 in 1;;4.5;;October 24, 2006, 3:05 am;April 24, 2012, 9:21 pm;;;European||Persian||Chain||Variant
700;Tritium;;3.0;;June 1, 2007, 6:45 am;August 3, 2011, 5:17 pm;;;European||Sheet||Biased||Modification
701;Seita;;3.3|5.4;;June 1, 2007, 6:45 am;August 3, 2011, 4:55 pm;;;European||Sheet||Modification
702;Screw Chain;;3.5;3.4;March 9, 2010, 2:18 am;July 29, 2013, 10:12 pm;;;European||Chain||Biased||Variant||Rhino
703;Davids Destiny;;;;June 1, 2007, 6:45 am;March 9, 2011, 9:25 pm;;;European||Japanese||Chain||Variant
704;Bogeys Ladder;;;;June 1, 2007, 6:45 am;February 6, 2012, 7:55 pm;;;European||Japanese||Band||Variant
705;Stitched Dragon;;7.0;;December 8, 2009, 10:36 pm;February 6, 2012, 8:45 pm;;;European||Band||Variant
706;Don't Hit Your Sister / I MEAN IT!;;;;June 6, 2007, 4:08 pm;August 2, 2011, 6:54 pm;;;European||Chain||Sheet||Variant||Helm
707;True Persian 12-1 Solid;;7.6;;June 11, 2007, 8:43 pm;January 19, 2013, 6:16 am;;;Persian||3D||Variant
708;Drunken Rhinos;;3.3;;March 9, 2010, 2:07 am;July 20, 2013, 7:33 pm;;;European||Chain||Variant||Rhino
709;WyrmTongue;;4.7|7.0;;June 30, 2007, 6:03 am;August 3, 2011, 5:42 pm;;;European||Chain||Scaled||Variant||Helm
71;Persian 5 in 1 Roundmaille;;4.5;;December 9, 2006, 10:26 pm;October 22, 2018, 1:41 am;How to Join Half Persian 3-1 Sheet 5 to Make Square/Trianglemaille;;Persian||Chain||Variant
710;Essence of Avalon;;5.2|2.5|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:11 am;August 4, 2011, 2:54 pm;;;Japanese||Unit||Modification
711;Silesia Superior;;6.7;;March 20, 2010, 11:24 pm;August 4, 2011, 9:31 pm;;;European||Sheet||Variant||Mage
712;Logic's Blight;;4.0|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 4, 2007, 8:40 am;August 2, 2011, 7:50 pm;;;Japanese||3D||Variant
713;Aura;;3.0|6.0;;October 16, 2009, 1:54 pm;September 15, 2011, 9:29 pm;Aura;;European||Japanese||Chain||Variant||Helm
714;Helm's Deep Chain;;4.7|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;May 25, 2009, 7:33 pm;August 2, 2011, 7:03 pm;;;European||Chain||Variant||Helm
715;Old Lace;;4.0;;May 25, 2009, 7:33 pm;August 11, 2011, 8:56 pm;;;Sheet||Web||Variant||Mobius
716;Snake Eyes;;4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;May 25, 2009, 7:33 pm;August 11, 2011, 9:03 pm;;;Chain||Variant||Mobius
717;Serpent's Nest;;4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;May 25, 2009, 7:33 pm;August 11, 2011, 8:59 pm;;;Chain||Modification||Mobius
718;Hooves;;4.5|4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;May 25, 2009, 7:33 pm;August 9, 2011, 9:34 pm;;;Chain||Variant||Mobius
719;Half Byzantine Plus One Variant;;5.2|4.0;;January 26, 2008, 4:52 pm;August 3, 2011, 3:26 pm;;;European||Chain||Variant
72;Folding Box;;6.5;;January 1, 2003, 9:29 pm;March 11, 2011, 7:43 pm;;;European||Chain||Variant
720;Assyrian;;6.0;;May 25, 2009, 7:33 pm;July 31, 2019, 7:44 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||Chain||Variant
721;Medo-Persian;;4.0;;May 25, 2009, 7:33 pm;August 5, 2015, 3:11 am;;"Medo-Persian; Fieldstone and Sweetpea - The Differences [Construction,Persian,Connections,Weave Theory]";European||Persian||Chain||Variant||Helm
722;Leviathan;;8.3;;December 26, 2009, 11:04 pm;July 31, 2019, 7:42 pm;Leviathan;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant||Helm
723;Borealis;;6.8|4.3;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 9, 2010, 2:04 am;March 30, 2018, 10:37 pm;Triskelion/Aura Variant Sheet/Tao of the Dragon Sheet;;European||Japanese||Sheet||Radial||Variant||Helm
724;Inverted Aura;;5.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:34 am;May 15, 2018, 2:49 am;;;European||Japanese||Unit||Inverted||Variant||Helm
725;Sagittarian Weave;;5.0|4.0|3.1;;June 8, 2009, 4:00 am;February 6, 2012, 8:44 pm;Sagittarian Weave (CGI);;European||Band||Variant
726;Celtic Dawn;;6.0|4.0|3.3|3.0;;May 3, 2008, 3:44 am;July 21, 2011, 4:49 pm;Helm Chain + Variants (CGI);;European||Japanese||Chain||Modification||Helm
727;Japanese 4 in 1 Cube;;2.5;2.4;September 7, 2007, 11:36 pm;December 14, 2015, 4:09 pm;;Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory];Japanese||3D||Variant
728;Fleur-de-lis;;5.0;;June 8, 2009, 3:29 am;August 3, 2011, 3:13 pm;Fleur-de-lis (CGI);;European||Persian||Chain||Variant||Helm
729;Cas Lace;;3.5;;January 26, 2008, 4:52 pm;December 8, 2012, 6:07 pm;;;European||Chain||Modification
73;Captive Byzantine;;6.5;;April 14, 2004, 7:07 am;August 13, 2011, 7:29 pm;;;European||Chain||Captive||Modification
730;Backbone;;5.0;;March 9, 2010, 2:00 am;July 21, 2011, 4:17 pm;Backbone;;European||Chain||Variant||Rhino
731;Parallel Byzantine Sheet;;4.0;;November 4, 2007, 8:40 am;February 11, 2019, 11:50 pm;;;European||Sheet||Modification
732;I Chain;;11.0;;January 26, 2008, 4:44 pm;January 2, 2016, 12:10 am;;;European||Japanese||Chain||Captive||Orbital||Modification
733;Frost Bite;;12.0|6.0|5.0;;February 4, 2008, 2:34 pm;August 5, 2011, 6:44 pm;;;Japanese||Sheet||Modification
734;B²;;4.4;4.2;September 30, 2008, 10:29 am;October 20, 2019, 11:21 am;B²;;European||Unit||Variant
735;Kaede 6-1;;5.0;;January 26, 2008, 5:14 pm;August 1, 2011, 9:03 pm;;;Persian||Chain||Variant
736;Helm Orb;;6.0|6.3|3.8;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 24, 2009, 6:44 pm;March 8, 2020, 4:54 pm;Helm Orb (CGI)||Helm Orb||Helm Orb (Pictures and CGI);;European||Unit||Variant||Helm
737;Wolve's Spine ;;4.5;;January 26, 2008, 4:23 pm;February 6, 2012, 8:47 pm;;;European||Band||Variant||Rhino
738;Wolve's Spine Sheet;;4.5;;January 26, 2008, 4:23 pm;August 3, 2011, 5:38 pm;;;European||Sheet||Variant||Rhino
739;Wolfsheet Variant;;4.5;;January 26, 2008, 4:23 pm;August 3, 2011, 5:35 pm;;;European||Sheet||Variant||Rhino
74;Rosemaille;;6.5;;November 8, 2002, 2:37 am;August 3, 2011, 4:41 pm;;;European||Sheet||Variant
740;Gator Weave;;4.5;;January 26, 2008, 4:23 pm;February 6, 2012, 8:10 pm;;;European||Band||Variant||Rhino
741;Gator Sheet;;4.5;;January 26, 2008, 4:23 pm;September 14, 2013, 3:31 am;;;European||Sheet||Variant||Rhino
742;Gator Sheet 2;;4.5;;January 26, 2008, 4:23 pm;August 3, 2011, 3:16 pm;;;European||Sheet||Variant||Rhino
743;Wolfweave Variant;;4.5;;December 8, 2009, 10:59 pm;February 6, 2012, 8:47 pm;;;European||Band||Variant||Rhino
744;Rogue Maille;;;;September 30, 2008, 10:06 am;August 5, 2011, 4:46 pm;;;European||Japanese||Sheet||Radial||Modification||Helm
745;Ash's Byzantine;;3.3|3.0|6.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 10, 2008, 9:47 pm;January 1, 2013, 5:22 pm;Ash's Byzantine Tutorial;;European||Chain||Variant
746;Crow Chain;;5.0;;September 2, 2008, 2:14 pm;July 21, 2011, 5:20 pm;;;European||Chain||Variant||Rhino
747;Keg of Makers Mark;;6.0;;January 26, 2008, 4:23 pm;August 4, 2013, 7:35 pm;;;European||Chain||Kinged||Modification||Rhino
748;Half Byzantine Orbital;;8.0;6.6;January 26, 2008, 4:23 pm;March 1, 2016, 7:54 pm;;;European||Chain||Orbital||Modification
749;Vertigo;;9.0;;February 5, 2008, 2:41 am;May 23, 2014, 3:02 am;;;European||Persian||Chain||Variant
75;Full Persian Spiral;;6.5;5.8;November 8, 2002, 2:37 am;July 31, 2019, 6:06 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Spiral||Variant
750;Think Outside the Box;;5.0|5.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 19, 2008, 1:17 am;January 6, 2013, 3:10 am;;;European||Chain||Variant
751;Flowered Byzantine;;3.4|3.3;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:04 am;August 4, 2011, 2:59 pm;;;European||Unit||Radial||Modification
752;Jumble;;4.6|6.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 19, 2008, 1:17 am;August 3, 2011, 3:52 pm;;;European||Persian||Chain||Variant||Helm
753;Daisy Chain 1;;2.3;;October 24, 2009, 12:01 am;January 6, 2013, 3:14 am;;;Chain||Variant||Mage||Mobius
754;Daisy Chain 2;;2.3;;October 24, 2009, 12:01 am;January 6, 2013, 3:16 am;;;Chain||Modification||Mage||Mobius
755;Double Daisies 1;;2.3;;October 24, 2009, 12:01 am;February 6, 2012, 8:06 pm;;Aspect Ratio Studies [Construction,Ring Sizes,Wire Sizes];Band||Variant||Mage||Mobius
756;Double Daisies 2;;2.3;;October 24, 2009, 12:01 am;January 6, 2013, 3:18 am;;Aspect Ratio Studies [Construction,Ring Sizes,Wire Sizes];Band||Modification||Mage||Mobius
757;Matted Daisies;;2.3;;October 24, 2009, 12:01 am;February 6, 2012, 8:30 pm;;Aspect Ratio Studies [Construction,Ring Sizes,Wire Sizes];Band||Variant||Mage||Mobius
758;Sierpinski's Triangle;;2.3;;March 9, 2010, 2:27 am;August 11, 2011, 9:01 pm;Sierpinski's Triangle in 4 Easy Steps;Aspect Ratio Studies [Construction,Ring Sizes,Wire Sizes];Sheet||Web||Variant||Mobius
759;Ice Wyrm;;8.0;;April 26, 2008, 5:23 am;July 31, 2019, 6:01 pm;Ice Wyrm;"Reinforced Weaves [European,Persian,Weave Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
76;Flowers in Cages;;3.5;;December 14, 2005, 5:29 am;August 3, 2011, 3:13 pm;Flowers in Cages (CGI)||Flowers In Cages (Byzantine Flower);;European||Chain||Mobized||Modification||Beginner
760;Kwyjibo;;6.0|3.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:36 am;August 4, 2011, 9:51 pm;;;Japanese||Unit||Modification
761;Barrel Twists;;3.5;;January 4, 2009, 5:01 am;July 21, 2011, 4:19 pm;;;European||Chain||Variant||Rhino
762;Persian Dragonspine;;4.2|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 10, 2008, 9:47 pm;February 6, 2012, 8:32 pm;;;European||Persian||Band
763;Offset Byzantine;;3.4|6.0;;July 1, 2008, 4:12 am;August 3, 2011, 4:09 pm;;;European||Chain||Modification
764;Asian Bicycles;;5.2|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 17, 2008, 3:29 pm;November 14, 2011, 9:55 pm;;;Japanese||Chain||Modification
765;Water Elf;;;;January 15, 2009, 10:31 am;August 4, 2011, 9:34 pm;;;European||Chain||Variant||Mobius
766;Chrysanthemum Chain;;3.0|5.0|6.0;;April 9, 2008, 4:09 pm;July 21, 2011, 5:07 pm;;;European||Chain||Modification
767;Dybbuk Ridge;;5.0;;April 9, 2008, 4:09 pm;February 6, 2012, 8:07 pm;;;European||Band||Variant
768;Byzantine Bloom;;5.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 4, 2008, 1:39 pm;April 15, 2011, 2:54 am;;;European||Chain||Modification
769;DZ Helm Variant;;5.2|3.3;;May 23, 2008, 10:21 am;August 16, 2011, 3:05 pm;;;European||Japanese||Chain||Modification||Helm
77;King's Scale;;10.4|8.3;;May 3, 2008, 6:39 pm;August 9, 2011, 12:51 pm;King's Scale (CGI);;European||Sheet||Kinged||Scaled||Modification||Beginner
770;ZTB-Hilt;;4.0|6.0;;April 9, 2008, 4:09 pm;September 13, 2018, 2:25 am;;;European||Chain||Variant
771;Water Elf MK2;;5.2;;April 9, 2008, 4:09 pm;August 4, 2011, 9:35 pm;;;European||Chain||Variant||Mobius
772;Pixie Link;;4.0;;September 30, 2008, 10:03 pm;August 5, 2011, 5:17 pm;;;Persian||Unit||Modification
773;Fairy Link;;4.0;;September 30, 2008, 10:03 am;August 4, 2011, 2:58 pm;;;European||Persian||Unit||Modification||Helm
774;Tao of the Dragon;;4.0|4.7|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 9, 2008, 4:09 pm;January 6, 2013, 3:29 am;;;Japanese||Chain||Variant||Helm
775;Elvenspine;;;6.6;June 16, 2008, 12:46 pm;February 6, 2012, 8:08 pm;;;European||Band||Variant||Mobius
776;Hourglass Dodecahedron;;7.3;;February 10, 2010, 10:44 pm;April 15, 2018, 9:28 pm;Hourglass Dodecahedron;;European||Japanese||3D||Orbital||Variant
777;Overfull Persian;;6.0;5.5;April 14, 2008, 10:11 pm;July 31, 2019, 7:34 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
778;Ninja;;5.0|6.7;;April 22, 2008, 4:19 am;August 5, 2011, 7:09 pm;;;Japanese||Sheet||Variant||Mage
779;SnowStorm;;3.2|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 22, 2008, 4:19 am;August 2, 2011, 8:05 pm;;;Japanese||Sheet||Web||Variant
78;Nested Persian;;6.0|3.3;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 14, 2004, 8:56 pm;August 1, 2011, 9:15 pm;;;European||Persian||Chain||Variant
780;Ruby's Byz - Band;;4.0|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 22, 2008, 4:19 am;August 3, 2011, 4:52 pm;;;European||Chain||Variant
781;Ruby's Byz - Mandala I;;4.0|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:07 am;August 5, 2011, 4:57 pm;;;European||Sheet||Unit||Modification
782;Ruby's Byz - Mandala II;;4.0|5.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:07 am;August 5, 2011, 4:57 pm;;;European||Sheet||Unit||Modification
783;Space Invaders;;4.0|5.0;;September 30, 2008, 10:43 am;August 5, 2011, 5:18 pm;;;Persian||Unit||Variant
784;B²+1;;4.4;4.4;April 20, 2009, 2:49 am;July 22, 2012, 1:04 pm;;;European||Unit||Modification
785;This is not a Weave;;5.0|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 10, 2008, 9:45 pm;May 4, 2013, 3:24 am;;;Chain||Spiral||Modification||Mobius
786;Honey Bee;;5.0;;August 10, 2008, 9:49 pm;July 29, 2011, 5:21 pm;Honey Bee;;European||Persian||Chain||Variant||Helm||Rhino
787;Shaggy Persian;;3.0|4.0|5.0;;June 16, 2008, 11:40 am;August 1, 2011, 9:34 pm;;;European||Persian||Chain||Shaggy||Modification||Helm
788;Vipersheet;;6.0;;May 23, 2008, 10:25 am;August 4, 2011, 9:40 pm;;;European||Persian||Sheet||Variant||Mobius
789;Beehive;;5.0;;May 23, 2008, 10:26 am;July 29, 2011, 5:23 pm;;;European||Persian||Sheet||Modification||Helm||Rhino
79;Turkish Sheet;;6.5;;November 8, 2002, 2:37 am;August 3, 2011, 5:23 pm;;;European||Sheet||Inverted||Variant
790;Bee Stings;;5.0;;May 23, 2008, 10:27 am;December 12, 2012, 3:09 pm;Bee Stings Tutorial;;European||Persian||Chain||Variant||Helm||Rhino
791;Mystique;;3.5;;June 16, 2008, 11:40 am;February 6, 2012, 8:30 pm;;;European||Band||Modification
792;Syringa;;5.5;;June 16, 2008, 12:01 pm;January 10, 2016, 8:44 pm;;;Persian||Chain||Variant
793;Helmi;;6.7|4.6;;June 16, 2008, 12:55 pm;July 31, 2019, 1:03 pm;Helmi Tutorial;;European||Chain||Kinged||Modification||Helm
794;Oriental Scale;;6.6|3.3;5.9|2.7;March 9, 2010, 2:31 am;February 2, 2016, 3:32 am;Oriental Scale Unit;;European||Japanese||Unit||Alpha||Helm
795;Inverted Oriental Scale;;6.6|3.0;6.4|3.0;March 9, 2010, 2:29 am;February 6, 2016, 3:56 pm;Inverted Oriental Scale Unit;;European||Japanese||Unit||Inverted||Variant||Helm
796;TOT Chain;;7.0;;July 1, 2008, 7:46 am;April 17, 2018, 8:44 pm;;;Japanese||Chain||Orbital||Variant
797;TOT Sheet;;7.0;;July 1, 2008, 7:46 am;April 17, 2018, 8:44 pm;;;Japanese||Sheet||Orbital||Variant
798;TOT Cube;;7.5;;July 1, 2008, 7:46 am;May 23, 2018, 9:47 pm;;;Japanese||3D||Orbital||Variant
799;TOT Expanded;;7.0;;July 1, 2008, 7:46 am;April 17, 2018, 8:48 pm;;;Japanese||3D||Orbital||Variant
8;European 8 in 2;;5.0;4.7;October 1, 2008, 4:17 pm;December 14, 2015, 7:24 pm;King's Maille (European 8 in 2)||King's Maille (European 8 in 2) to European 6 in 1;Basic Maille Basketry [Sculpture];European||Sheet||Kinged||Modification
80;Half Persian Spiral;;7.0;;December 14, 2005, 6:15 am;August 1, 2011, 8:46 pm;;;Persian||Chain||Spiral||Variant
800;Four Quarters Persian;;5.9;4.5;June 29, 2008, 8:49 pm;July 31, 2019, 3:57 pm;"Three Quarters Persian; and Four Quarters Persian";"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
801;B2g;;5.0|8.3;;March 21, 2010, 5:15 am;October 10, 2019, 12:50 pm;B2g;;European||Band||Variant
802;Staggered Byzantine Halves;;3.3;;March 9, 2010, 1:51 am;July 26, 2013, 3:52 am;;;European||Band||Variant
803;Stepping Stones;;4.0|3.0|3.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 1, 2009, 2:52 pm;August 20, 2012, 2:40 am;Stepping Stones (CGI);;Japanese||Chain||Variant
804;Staggered Byzantine;;3.3;;March 9, 2010, 1:49 am;August 3, 2011, 5:01 pm;;;European||Chain||Variant
805;Helmish Aura;;3.3|5.4;;July 2, 2008, 7:49 am;August 2, 2011, 7:04 pm;;;European||Japanese||Chain||Band||Modification||Helm
806;Helmish Aura Square Web;;3.3|5.4;;July 2, 2008, 4:10 pm;August 2, 2011, 7:04 pm;;;European||Japanese||Sheet||Web||Modification||Helm
807;Triskellion;;3.0|5.8;;June 8, 2009, 4:05 am;August 2, 2011, 8:11 pm;Triskelion/Aura Variant Sheet/Tao of the Dragon Sheet;;Japanese||Sheet||Variant||Helm
808;Frayed Elven Rope;;4.7;;February 28, 2010, 7:40 pm;May 23, 2013, 2:19 pm;Elven Rope (Dark Elf) (CGI)||Elven Track (Frayed Elven Rope) (CGI);;European||Chain||Variant||Mage||Mobius
809;Celtic Helm;;5.0|4.7|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;July 9, 2008, 9:54 pm;July 21, 2011, 4:51 pm;;;European||Japanese||Chain||Variant||Helm
81;European 5 in 1;;5.2;;November 8, 2002, 2:37 am;August 3, 2011, 3:01 pm;;;European||Sheet||Progression||Variant
810;Celtic Helm Web;;5.0|4.7|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;July 14, 2008, 7:41 am;July 21, 2011, 4:51 pm;;;European||Japanese||Sheet||Web||Modification||Helm
811;Byzee Helm;;5.0|4.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;July 14, 2008, 7:41 am;July 21, 2011, 4:45 pm;;;European||Chain||Variant||Helm
812;Byzee Helm Sheet;;5.0|4.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;July 14, 2008, 7:41 am;July 21, 2011, 4:45 pm;;;European||Sheet||Modification||Helm
813;Crotalus;;4.6;4.1;July 11, 2009, 9:16 pm;March 3, 2014, 7:17 pm;Crotalus;;European||Chain||Variant||Mobius
814;Crotalus Sheet;;4.6;;July 11, 2008, 3:24 pm;August 4, 2011, 9:36 pm;;;European||Sheet||Variant||Mobius
815;Triskele Lattice;;5.0|4.7|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;October 4, 2008, 11:24 pm;January 10, 2016, 7:41 pm;;;European||Sheet||Web||Modification||Helm
816;Celtic Star Web;;6.0|3.0;;August 25, 2008, 7:37 pm;October 24, 2019, 12:56 am;;;European||Japanese||Web||Band||Modification||Helm
817;Celtic Star;;6.0|3.5|3.3|3.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 8, 2010, 9:46 pm;October 15, 2017, 4:28 pm;Celtic Star (CGI);;European||Japanese||Unit||Variant||Helm
818;;;;;;;;;
819;Alligator Back;;4.4;;May 2, 2010, 4:15 am;February 9, 2015, 4:03 am;Alligator Back;;European||Persian||Band||Modification
82;Tiamat Scale;;;;November 8, 2002, 2:37 am;August 3, 2011, 5:13 pm;;;European||Sheet||Scaled||Variant||Helm
820;Ridgeway;;4.4;;June 14, 2009, 4:19 am;February 6, 2012, 8:42 pm;;;European||Persian||Band||Modification
821;European 7 in 1 Unbalanced;;5.3;4.7;August 12, 2008, 12:05 am;April 21, 2019, 8:27 pm;European 7 in 1 Unbalanced;;European||Sheet||Unbalanced||Progression||Variant
822;Ridgeways;;5.0;;August 11, 2008, 8:12 pm;June 21, 2011, 6:10 pm;;;European||Persian||Sheet||Modification
823;E46;;4.9|7.0;;March 4, 2010, 10:49 am;August 2, 2011, 9:00 pm;;;European||Sheet||Scaled||Modification
824;Caiman Back;;4.9|7.0;;October 16, 2009, 12:09 pm;February 6, 2012, 7:56 pm;;;European||Persian||Band||Scaled||Modification
825;Elvyn Warrior;;4.6;;August 20, 2008, 1:36 pm;August 4, 2011, 9:11 pm;;;European||Sheet||Variant||Mobius
826;B2g Cube;;5.0|8.3;;September 30, 2008, 10:27 am;August 3, 2011, 5:49 pm;;;European||Japanese||3D||Modification
827;Cthulhu;;3.3|6.7;;August 26, 2008, 11:23 am;August 13, 2011, 7:36 pm;;;Japanese||Chain||Captive||Variant||Mobius
